date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up
2015-02-22,128.0549965,129.04750075,127.6875,128.625,48588725.0,123.669624,108.3157924,119.380166825,130.444541225
2015-03-01,130.6619994,131.9280028,128.7660004,130.56799919999997,73643240.0,125.537768,112.76229018,123.42793343999999,134.09357668
2015-03-08,128.8580018,129.4959992,127.346002,127.99999840000001,49387700.0,123.068701,118.04273140000001,126.38186688,134.72100233999998
2015-03-15,125.1660006,126.37200179999999,123.03600019999999,124.38599839999999,65302820.0,119.5939334,122.97465426,127.87766701999999,132.78067974
2015-03-22,126.7559998,127.81599899999999,125.4900028,126.77200020000001,53334580.0,121.88801240000001,122.59993596,127.6342003,132.66846465999998
2015-03-29,125.6440018,126.457997,124.3939988,124.9539992,41865260.0,120.14005159999999,122.67586610000001,126.74250004000001,130.80913396
2015-04-05,124.9974995,125.89250025,123.91250025,125.09250075,40507950.0,120.27321675,122.36282725,125.741583175,129.1203391
2015-04-12,125.9519986,127.16399999999999,125.0400024,126.5239988,36441500.0,121.6495656,122.60460376,125.53159983999998,128.45859596
2015-04-19,126.7220002,127.2460004,125.8200014,126.16999960000001,34237220.0,121.3092044,123.4831512,125.94003338,128.39691557999998
2015-04-26,127.8900024,129.247998,127.1059982,128.6159988,41488140.0,123.6609698,123.4837205,126.00909982,128.5344791
2015-05-03,130.3340012,131.6059996,127.7800018,129.189998,84194460.0,124.21285499999999,123.3047147,127.2946997,131.2846847
2015-05-10,127.1319978,127.8940018,125.5059986,126.4780014,54378400.0,121.8084618,123.8112778,127.73493306,131.65858831999998
2015-05-17,127.12400199999999,128.01399980000002,126.33800219999998,127.18400119999998,41660300.0,122.79493199999999,123.69518228,127.72036636,131.74555038
2015-05-24,130.148004,131.4360016,129.71399839999998,130.8499998,43459480.0,126.334419,124.10633202,128.2895337,132.47273534
2015-05-31,131.50749975000002,132.14249825,130.0424995,130.92999650000002,49537150.0,126.41165475,124.137723025,128.514916925,132.892110825
2015-06-07,129.97600119999998,130.6520018,129.3080018,129.725998,34149340.0,125.24920560000001,124.91453392000001,129.1292668,133.34399964
2015-06-14,128.1779968,129.028,127.178,127.97200000000001,44022920.0,123.5557378,126.68353744000001,129.69300017999998,132.70246286000003
2015-06-21,127.15799999999999,127.81999820000001,126.48800059999999,127.25999879999999,39705040.0,122.86830760000001,126.17435956,129.42156616,132.66877274
2015-06-28,127.7419998,128.5319994,127.01800080000001,127.4000002,39118800.0,123.003477,125.73878884000001,128.53909978,131.33941068
2015-07-05,126.09000025,126.555002,125.27499975,125.74999975,37745475.0,121.41041775,125.346484075,127.61766664999999,129.88884915
2015-07-12,124.22000080000001,124.98599999999999,122.3179992,123.52200020000001,54988980.0,119.2593052,123.91695786,126.74339979999999,129.56984178
2015-07-19,126.7220002,127.4940018,126.1199998,127.24399899999999,37848980.0,122.85285920000001,122.31483358,126.01616682,129.71750006
2015-07-26,127.46600040000001,128.8439986,126.39400040000001,127.5400024,68853800.0,123.13864800000002,121.2778946,126.2972669,131.31663917999998
2015-08-02,122.9079986,123.2460008,121.9120012,122.5619996,38319720.0,118.332434,120.03816318,125.56776688,131.09737054
2015-08-09,116.48399959999999,118.09199980000001,114.2979996,115.8259994,77000120.0,112.03048859999998,115.60515424,124.0334002,132.46164614
2015-08-16,115.4459994,117.2599992,113.60800019999999,115.91199959999999,68943440.0,112.418483,110.9624161,121.75996663999999,132.55751714000002
2015-08-23,114.6160002,115.5720002,112.6940002,113.416002,63933640.0,109.99771319999999,110.38949511999999,118.42116676,126.45283834
2015-08-30,107.4940002,111.26999980000001,104.4220002,108.5520004,100072600.0,105.28030980000001,104.88463544000001,114.53683352,124.18903159999999
2015-09-06,110.7740006,112.39599760000002,109.40800019999999,110.4919998,59638840.0,107.16183880000001,104.33190472000001,112.58593334,120.83996196000001
2015-09-13,111.8925,113.51749825,110.43750025,112.30999975,63165675.0,108.925045,104.0960174,111.531958275,118.96789907499999
2015-09-20,115.32600099999999,116.15,114.06200100000001,115.0739992,55455200.0,111.60573939999999,104.21616888000001,111.31993314000002,118.42369736
2015-09-27,114.0739988,115.2920012,113.1740008,114.52799999999999,48539260.0,111.0761962,107.64369826,112.51519978000002,117.38670136
2015-10-04,110.78599999999999,112.0500016,108.7780014,110.3520004,62779260.0,107.026059,108.7789673,112.9783001,117.17763292
2015-10-11,110.48799880000001,111.46999980000001,109.18999960000001,110.89799980000001,52354560.0,107.5556022,108.22641229999999,112.76830038,117.31018845999999
2015-10-18,111.51000060000001,112.1639984,110.53999940000001,111.3,36977000.0,107.9454862,107.95917802,111.97716700000001,115.99515593999999
2015-10-25,113.43399959999999,115.2460006,113.0119996,114.76800080000001,44270840.0,111.30896379999999,107.92882638,111.50190008,115.07497378000001
2015-11-01,118.01999980000001,119.1760008,116.5379976,117.8259996,64472440.0,114.27479600000001,107.03644594,112.55523315999999,118.0740204
2015-11-08,121.53600000000002,122.6339998,120.5460008,121.54599920000001,39040680.0,118.08359720000001,107.21109899999999,115.17143304000001,123.1317671
2015-11-15,117.13800059999998,117.9379992,115.8479998,116.301999,43311060.0,113.2795656,109.81629480000001,117.21986641999999,124.62343804
2015-11-22,115.7799986,117.28999940000001,115.08599999999998,116.648001,37996240.0,113.61657559999999,111.97693627999999,117.90793307999999,123.83892988
2015-11-29,118.52499975,119.180002,117.49499875000001,118.1174985,27430100.0,115.04788375,112.79783945,118.3323331,123.866826725
2015-12-06,117.18399959999999,118.4740008,116.00400099999999,117.2299988,41353160.0,114.1834488,112.89179601999999,117.76936654000001,122.64693704000001
2015-12-13,117.0740004,117.6960004,115.6220002,116.2960006,37749100.0,113.27372299999999,113.33843236,116.98866665999999,120.63890092
2015-12-20,111.2240006,111.84799960000001,108.7460006,109.86399980000002,63021280.0,107.00887560000001,111.01083858,116.34090016,121.67096172
2015-12-27,107.7374995,108.2350005,106.79249775,107.80000125,31651950.0,104.99851575,105.92455667499999,114.173000175,122.42144365
2016-01-03,107.53499975,108.2124995,106.26000025,107.035,30871125.0,104.25339525,103.5562757,112.08054175,120.604807725
2016-01-10,101.2300004,102.56600040000001,99.4940018,100.433998,68758040.0,97.823939,100.19921278199999,109.0447334,117.890254
2016-01-17,98.8,99.8260008,96.9159988,98.5059982,60702660.0,95.9460434,96.085360512,104.9652998,113.84523907999998
2016-01-24,97.29999925,99.045,95.55750075,97.7925015,60846025.0,95.25108875000001,93.2224168225,102.2147915,111.207166175
2016-01-31,97.21400000000001,98.1799972,95.47199839999999,96.855998,76067300.0,94.3389236,92.639806376,100.03036637,107.42092636
2016-02-07,95.85399939999999,96.76799919999999,94.52800140000001,95.5759992,43430960.0,93.2936822,93.264439444,97.593499448,101.92255944000001
2016-02-14,94.26399980000001,95.4419996,93.33399940000001,94.3919984,46224460.0,92.4378384,92.584776532,96.512599408,100.44042226799999
2016-02-21,96.63249775,97.6774995,95.6625005,96.76500125,42079075.0,94.76171425,92.130349715,96.04937430999999,99.968398915
2016-02-28,95.98800059999999,96.9119996,95.1240006,96.26800060000001,31810580.0,94.27500280000001,93.107934118,95.627966124,98.14799812800001
2016-03-06,99.594002,101.0699996,99.10599979999999,100.4960006,40360760.0,98.415472,92.79743945599999,96.201666566,99.605893666
2016-03-13,101.6259996,102.1380006,100.65599999999999,101.490001,31102860.0,99.38889400000001,92.38847946199999,97.762666782,103.13685408
2016-03-20,104.46799940000001,105.4740006,104.0739988,104.95800019999999,36414640.0,102.78509679999999,93.74862923399999,99.752833562,105.75703791999999
2016-03-27,105.782501,107.06500075,105.28499975,106.1075,29945900.0,103.91079875,95.5656049875,101.943333575,108.321062225
2016-04-03,107.60800019999999,108.8600006,107.12399740000001,108.2819992,29593000.0,106.04028020000001,98.92127329600001,104.06703338,109.21279345999999
2016-04-10,109.8040008,110.8180006,109.0359986,109.81800100000001,29144520.0,107.5444828,100.532170372,106.21919982,111.90622929999999
2016-04-17,110.56800080000001,111.6279998,109.8700028,110.68999920000002,32462000.0,108.39842859999999,103.88535178,108.09789992,112.31044802
2016-04-24,107.0699994,107.68999920000002,105.8740006,106.63400099999998,37813100.0,104.42640019999999,104.98253087999998,108.84566662,112.70880238
2016-05-01,99.3020006,100.4520004,98.1720016,99.164,69884820.0,97.1110472,101.27997797,107.95663358000002,114.63328917999999
2016-05-08,94.1479996,94.64799980000001,92.886,93.79400000000001,45073120.0,92.0739754,91.364946118,104.2098671,117.05478803999999
2016-05-15,92.50600119999999,93.0719988,91.3259994,91.9159988,43209960.0,90.5611418,86.394175298,99.943100124,113.49202496000001
2016-05-22,94.0760008,94.87399880000001,93.328,94.2699982,42541440.0,92.8804422,86.31431195,95.99066644199999,105.66702094
2016-05-29,98.1760008,99.244,97.7019988,98.94200140000001,40777660.0,97.48357960000001,89.722650356,94.317999472,98.913348584
2016-06-05,98.5024985,99.012499,97.80749899999999,98.48999975,34933750.0,97.0382405,89.3947524475,95.2553327725,101.1159131
2016-06-12,98.6579988,100.1319992,98.4260008,99.01600040000001,24972880.0,97.5564878,90.659790402,96.51889946399999,102.37800849999999
2016-06-19,97.3800004,98.0820024,96.45,96.9639998,38346520.0,95.534734,94.428993774,97.926199788,101.4234058
2016-06-26,95.2080016,96.15200039999999,94.59199980000001,95.212001,41345800.0,93.80856,95.06661838400001,98.00133344,100.93604848
2016-07-03,93.9600006,94.7000016,93.3800002,94.30399919999999,36865680.0,92.9139426,92.58017688800001,96.752666904,100.92515694
2016-07-10,95.54499799999999,96.11250125000001,95.125002,95.78499975,28176500.0,94.37311274999999,92.3041461525,95.9654171825,99.62668822
2016-07-17,97.5279998,98.2619996,97.3020004,97.76800080000001,28582120.0,96.3268842,92.68505176,95.647300638,98.609549518
2016-07-24,99.4699998,100.1779998,99.0239974,99.5500016,29513100.0,98.08261780000001,92.09350323,96.32306703399999,100.55263084
2016-07-31,101.27200020000001,102.031999,100.5179992,101.1019972,51314200.0,99.61173679999999,93.12331194000001,97.67446657,102.22562117999999
2016-08-07,105.4240008,106.34200000000001,104.928,105.93400260000001,34029840.0,104.60026239999999,93.736034536,100.06029984,106.38456518000001
2016-08-14,108.151999,108.7160018,107.71200100000001,108.2580002,24901160.0,107.2400706,95.186611614,102.69053328,110.19445494000001
2016-08-21,108.9739988,109.68600140000001,108.601999,109.3040008,26474280.0,108.276236,97.56601626599999,105.12073352,112.67545072
2016-08-28,108.16399999999999,108.5999984,107.409999,107.98000019999999,24721100.0,106.96468460000001,103.48430017999999,107.35246706000001,111.22063390000001
2016-09-04,106.38400120000001,107.06200100000001,105.9740006,106.6760008,26600120.0,105.6729464,105.65633408,107.93756698,110.21879984
2016-09-11,106.90500075,107.51250075,105.73749925,106.177498,42200925.0,105.17913075,105.56009645,107.8639168,110.1677371
2016-09-18,109.5740022,111.8800002,109.17999879999999,111.1299988,77645640.0,110.08506419999999,103.73571982000001,107.64573316,111.55574649999998
2016-09-25,114.17199980000001,114.8040008,112.7500014,113.6060014,40219140.0,112.5377852,101.9705218,108.84939994000001,115.72827804
2016-10-02,112.7900008,113.6760008,112.18400100000001,113.0299986,31276800.0,111.96719900000001,103.00872874,110.35503338000001,117.70133802000001
2016-10-09,113.4359988,113.98399979999999,112.8479994,113.3039994,25205880.0,112.238623,105.71688316,111.90653332,118.09618348
2016-10-16,116.94799800000001,117.80600100000001,116.1039992,116.86000039999999,41741680.0,115.76118799999999,110.90394599999999,113.87313356,116.8423211
2016-10-23,117.28600019999999,117.6199996,116.128,117.16000059999999,23106300.0,116.05836719999999,110.89625486,114.74226678,118.58827862000001
2016-10-30,115.723999,116.5739992,115.0339982,115.9380004,42045120.0,114.84785719999999,111.84375370000001,115.58969998,119.33564626
2016-11-06,111.604001,112.41199939999998,110.5240006,111.05799859999999,31269300.0,110.23616999999999,111.57590624,115.6144664,119.65302661999999
2016-11-13,109.6959992,110.7020004,107.9180008,109.71400000000001,41413860.0,109.240379,108.10927178,114.24836640000001,120.38746096
2016-11-20,108.101999,109.322,107.066002,108.56399859999999,39668280.0,108.0953422,104.97395996,111.96529988,118.95663976
2016-11-27,111.1399995,111.94750025,110.67250075,111.6375025,23533100.0,111.15557824999999,105.778927325,110.55870842499999,115.338489525
2016-12-04,110.66999960000001,111.54599900000001,109.92199860000001,110.58799919999998,31100000.0,110.11060540000001,106.64788195999999,109.97613352,113.30438508
2016-12-11,110.38600019999998,111.7419998,109.90200039999999,111.23199939999999,30397920.0,110.7518256,106.66490076,109.91626679999999,113.16763283999998
2016-12-18,114.80399919999999,116.0699996,114.4200012,115.0940016,39003120.0,114.59715639999999,107.47069919999998,111.27470005999999,115.07870088
2016-12-25,116.2559996,117.0619996,116.08799880000001,116.69199840000002,22664600.0,116.1882544,107.65879734,112.86039988,118.06200242
2017-01-01,116.78499825,117.5324995,116.12999925,116.64250175,21207150.0,116.13897175,108.359869575,114.0724581,119.78504665
2017-01-08,116.0874995,116.96500225,115.69750024999999,116.672501,25961375.0,116.168841,111.43947557499999,115.346958375,119.25444115
2017-01-15,118.693999,119.53200059999999,118.372,119.228,27727280.0,118.7133086,114.39694502,116.7191335,119.04132197999999
2017-01-22,119.54749875,120.31999775,119.25750149999999,119.94249925,29087000.0,119.4247235,114.84884265,117.60112505000001,120.3534074
